-3.000000000000000000e+00,0.000000000000000000e+00
-2.990000000000000213e+00,0.000000000000000000e+00
-2.980000000000000426e+00,0.000000000000000000e+00
-2.970000000000000639e+00,0.000000000000000000e+00
-2.960000000000000853e+00,0.000000000000000000e+00
-2.950000000000001066e+00,0.000000000000000000e+00
-2.940000000000001279e+00,0.000000000000000000e+00
-2.930000000000001492e+00,0.000000000000000000e+00
-2.920000000000001705e+00,0.000000000000000000e+00
-2.910000000000001918e+00,0.000000000000000000e+00
-2.900000000000002132e+00,0.000000000000000000e+00
-2.890000000000002345e+00,0.000000000000000000e+00
-2.880000000000002558e+00,0.000000000000000000e+00
-2.870000000000002771e+00,0.000000000000000000e+00
-2.860000000000002984e+00,0.000000000000000000e+00
-2.850000000000003197e+00,0.000000000000000000e+00
-2.840000000000003411e+00,0.000000000000000000e+00
-2.830000000000003624e+00,0.000000000000000000e+00
-2.820000000000003837e+00,0.000000000000000000e+00
-2.810000000000004050e+00,0.000000000000000000e+00
-2.800000000000004263e+00,0.000000000000000000e+00
-2.790000000000004476e+00,0.000000000000000000e+00
-2.780000000000004690e+00,0.000000000000000000e+00
-2.770000000000004903e+00,0.000000000000000000e+00
-2.760000000000005116e+00,0.000000000000000000e+00
-2.750000000000005329e+00,0.000000000000000000e+00
-2.740000000000005542e+00,0.000000000000000000e+00
-2.730000000000005755e+00,0.000000000000000000e+00
-2.720000000000005969e+00,0.000000000000000000e+00
-2.710000000000006182e+00,0.000000000000000000e+00
-2.700000000000006395e+00,0.000000000000000000e+00
-2.690000000000006608e+00,0.000000000000000000e+00
-2.680000000000006821e+00,0.000000000000000000e+00
-2.670000000000007034e+00,0.000000000000000000e+00
-2.660000000000007248e+00,0.000000000000000000e+00
-2.650000000000007461e+00,0.000000000000000000e+00
-2.640000000000007674e+00,0.000000000000000000e+00
-2.630000000000007887e+00,0.000000000000000000e+00
-2.620000000000008100e+00,0.000000000000000000e+00
-2.610000000000008313e+00,0.000000000000000000e+00
-2.600000000000008527e+00,0.000000000000000000e+00
-2.590000000000008740e+00,0.000000000000000000e+00
-2.580000000000008953e+00,0.000000000000000000e+00
-2.570000000000009166e+00,0.000000000000000000e+00
-2.560000000000009379e+00,0.000000000000000000e+00
-2.550000000000009592e+00,0.000000000000000000e+00
-2.540000000000009805e+00,0.000000000000000000e+00
-2.530000000000010019e+00,0.000000000000000000e+00
-2.520000000000010232e+00,0.000000000000000000e+00
-2.510000000000010445e+00,0.000000000000000000e+00
-2.500000000000010658e+00,0.000000000000000000e+00
-2.490000000000010871e+00,0.000000000000000000e+00
-2.480000000000011084e+00,0.000000000000000000e+00
-2.470000000000011298e+00,0.000000000000000000e+00
-2.460000000000011511e+00,0.000000000000000000e+00
-2.450000000000011724e+00,0.000000000000000000e+00
-2.440000000000011937e+00,0.000000000000000000e+00
-2.430000000000012150e+00,0.000000000000000000e+00
-2.420000000000012363e+00,0.000000000000000000e+00
-2.410000000000012577e+00,0.000000000000000000e+00
-2.400000000000012790e+00,0.000000000000000000e+00
-2.390000000000013003e+00,0.000000000000000000e+00
